tokenizer,lang_code,median_premium,p90_premium,total_premium,tokens_per_char,bytes_per_char,script
cl100k,bjn_Latn,1.70479302832244,2.133157894736842,1.7099183283054964,0.3363120649484089,1.0016569948336493,Latn
cl100k,bod_Tibt,11.359237536656892,14.695217391304347,11.185085718490177,2.0510756859226476,2.962302082560328,Tibt
cl100k,bos_Latn,1.875,2.3333333333333335,1.8730409830034582,0.3851239419360207,1.0278670791760907,Latn
cl100k,bug_Latn,1.9375,2.6064285714285713,1.9639835185048928,0.38299291909691585,1.0303539016708636,Latn
cl100k,bul_Cyrl,2.607919254658385,3.25,2.6307482893091017,0.5188353431137811,1.8180894751353156,Cyrl
cl100k,cat_Latn,1.71875,2.1169934640522876,1.710028695460231,0.31881533101045295,1.0208030398639194,Latn
cl100k,ceb_Latn,1.9411764705882353,2.4328571428571424,1.9303583253623722,0.3306613731606642,1.0003402968144437,Latn
cl100k,ces_Latn,2.105295566502463,2.646638655462185,2.101243469943345,0.448824033255538,1.1191132904280314,Latn
cl100k,cjk_Latn,1.9607692307692308,2.5763736263736265,1.961224339636524,0.3827486681696127,1.0036975344983559,Latn
cl100k,ckb_Arab,4.8125,6.149285714285715,4.795820763740711,1.0137962142068344,1.838209447373742,Arab
cl100k,crh_Latn,2.1052631578947367,2.6816363636363634,2.1102935766315944,0.4266228357232106,1.0991179270542035,Latn
cl100k,cym_Latn,2.1363636363636362,2.676344086021505,2.1348686630858658,0.41076497278319285,1.0038223864432694,Latn
cl100k,dan_Latn,1.625,2.0354761904761904,1.627694798028107,0.32662281575975016,1.0214456034667316,Latn
cl100k,deu_Latn,1.570436507936508,1.9628205128205127,1.5857184901773231,0.2802371772783127,1.0165725022592955,Latn
cl100k,dik_Latn,2.1471861471861473,3.210526315789474,2.238834522846001,0.5438086982941193,1.1302331400180508,Latn
cl100k,dyu_Latn,2.0357142857142856,2.764425770308123,2.0623942314767127,0.42196061901607756,1.0655973384717288,Latn
cl100k,dzo_Tibt,12.183501683501683,16.165384615384617,12.142116106246782,2.0197725937530597,2.9262337217272103,Tibt
cl100k,ell_Grek,5.145502645502646,6.529849137931034,5.130196453535428,0.8838136404256532,1.8219113834999143,Grek
cl100k,eng_Latn,1.0,1.0,1.0,0.20597729718260765,1.0009851022232998,Latn
cl100k,epo_Latn,1.8571428571428572,2.3157894736842106,1.8656463836362298,0.3862535417237912,1.0186606952441886,Latn
cl100k,est_Latn,1.8628526645768024,2.357142857142857,1.872010889559267,0.3930588062629867,1.0310523022733067,Latn
cl100k,eus_Latn,1.875,2.4,1.8814656758148776,0.36570227249974974,1.0031963731533258,Latn
cl100k,ewe_Latn,2.68711943793911,3.816363636363636,2.7341991023471417,0.5830515654786654,1.0985259161050922,Latn
cl100k,fao_Latn,2.08,2.611111111111111,2.0778088440879996,0.42054982203755825,1.0772759087998331,Latn
cl100k,fij_Latn,2.1297335203366057,2.7723776223776224,2.1623500846148187,0.37877391623758677,1.0009473053351978,Latn
cl100k,fin_Latn,2.0,2.5,1.9938562283864323,0.38673193426620334,1.0405948294931533,Latn
cl100k,fon_Latn,3.5833333333333335,5.115274725274725,3.661835037892723,0.7357776463630987,1.2342770549970432,Latn
cl100k,fra_Latn,1.6,1.9472261735419631,1.6080494444853213,0.27719293795342703,1.0401932930850795,Latn
cl100k,fur_Latn,1.8509259259259259,2.3122844827586206,1.8493120447354867,0.34778397376468473,1.034302397985305,Latn
cl100k,fuv_Latn,1.7609523809523808,2.691826923076923,1.8528437936869988,0.41227222867994956,1.024402023542509,Latn
cl100k,gaz_Latn,2.3,2.9130434782608696,2.3142888676329925,0.4021723842524518,1.0153754682964877,Latn
cl100k,gla_Latn,2.4082491582491583,3.074074074074074,2.4120373776764037,0.4031333776039745,1.0401325659755527,Latn
cl100k,gle_Latn,2.3190909090909093,2.9968749999999993,2.3240011772496505,0.41428496478272847,1.0640075549900971,Latn
cl100k,glg_Latn,1.5571895424836601,1.9061011904761904,1.5616216613935692,0.29045523904668713,1.024592351327125,Latn
cl100k,grn_Latn,2.16,2.825296442687747,2.1675005518357735,0.44307824203591734,1.0753466895286226,Latn
cl100k,guj_Gujr,7.653010033444817,9.666666666666666,7.662350084614818,1.6474040560635301,2.618628784762869,Gujr
cl100k,hat_Latn,1.72,2.1760649087221093,1.7382826870723274,0.3895750540045842,1.027950464192075,Latn
cl100k,hau_Latn,2.0,2.518390804597701,1.9940401736443234,0.3869664236911808,1.011708515088992,Latn
cl100k,heb_Hebr,3.68,4.5,3.643256566845707,0.9703784271072178,1.7939620201070021,Hebr
cl100k,hin_Deva,4.760262725779967,5.944444444444445,4.759178868368774,0.9869162871245585,2.5716857772793507,Deva
cl100k,hne_Deva,4.701851851851852,5.788304093567252,4.668273121918917,0.999464402454297,2.568395018942825,Deva
cl100k,hrv_Latn,1.84,2.2857142857142856,1.842174968729306,0.3884294956327474,1.0288021471678794,Latn
