lon,lat,at_risk_kwh
-0.5,-29.5,65551
-0.5,-28.5,92807
-0.5,-27.5,69216
-0.5,-26.5,16029
-0.5,-25.5,117499
-0.5,-24.5,170381
-0.5,-23.5,225288
-0.5,-22.5,287239
-0.5,-21.5,104169
-0.5,-20.5,60855
-0.5,-19.5,115981
-0.5,-18.5,148669
-0.5,-17.5,73283
-0.5,-16.5,53922
-0.5,-15.5,38448
-0.5,-14.5,231673
-0.5,-13.5,62508
-0.5,-12.5,542509
-0.5,-11.5,456137
-0.5,-10.5,839948
-0.5,-9.5,634378
-0.5,-8.5,336063
-0.5,-7.5,107169
-0.5,-6.5,140981
-0.5,-5.5,168723
-0.5,-4.5,116276
-0.5,-3.5,565078
-0.5,-2.5,1317501
-0.5,-1.5,795244
-0.5,-0.5,255493
-0.5,0.5,297302
-0.5,1.5,597998
-0.5,5.5,2539
-0.5,60.5,99487
-0.5,61.5,1547364
-0.5,63.5,574101
-0.5,64.5,8696781
-0.5,65.5,8145953
-0.5,66.5,4620953
-0.5,67.5,5487473
-0.5,68.5,2138299
-0.5,69.5,8476
0.5,-45.5,191
0.5,-44.5,593053
0.5,-43.5,509857
0.5,-42.5,596029
0.5,-41.5,172503
0.5,-36.5,16424
0.5,-35.5,21734
0.5,-32.5,25021
0.5,-31.5,215833
0.5,-30.5,156049
0.5,-29.5,32685
0.5,-28.5,27063
0.5,-27.5,58288
0.5,-26.5,117052
0.5,-25.5,229994
0.5,-24.5,158913
0.5,-23.5,188627
0.5,-22.5,220103
0.5,-21.5,86962
0.5,-20.5,193659
0.5,-19.5,321520
0.5,-18.5,159867
0.5,-17.5,37179
0.5,-16.5,56074
0.5,-15.5,93999
0.5,-14.5,453228
0.5,-13.5,151978
0.5,-12.5,192623
0.5,-11.5,411350
0.5,-10.5,225451
0.5,-9.5,314866
0.5,-8.5,619643
0.5,-7.5,72306
0.5,-6.5,105116
0.5,-5.5,207449
0.5,-4.5,165216
0.5,-3.5,444894
0.5,-2.5,1136296
0.5,-1.5,1412274
0.5,-0.5,135464
0.5,0.5,554878
0.5,1.5,979733
0.5,2.5,1718
0.5,5.5,20759
0.5,59.5,18294
0.5,61.5,1530422
0.5,62.5,22856
0.5,64.5,1106237
0.5,65.5,11384081
0.5,66.5,8189802
0.5,67.5,6003842
0.5,68.5,1514454
0.5,69.5,169457
0.5,71.5,4093
1.5,-45.5,3649
1.5,-44.5,370645
1.5,-43.5,260613
1.5,-42.5,322710
1.5,-41.5,892332
1.5,-35.5,8853
1.5,-34.5,6729
1.5,-32.5,11652
1.5,-31.5,68844
1.5,-30.5,37535
1.5,-29.5,62241
1.5,-28.5,12646
1.5,-27.5,70711
1.5,-26.5,63430
1.5,-25.5,151158
1.5,-24.5,184370
1.5,-23.5,145137
1.5,-22.5,906711
1.5,-21.5,501637
1.5,-20.5,292313
1.5,-19.5,70765
1.5,-18.5,12167
1.5,-17.5,12798
1.5,-16.5,3027
1.5,-15.5,34387
1.5,-14.5,133849
1.5,-13.5,92350
1.5,-12.5,199453
1.5,-11.5,398739
1.5,-10.5,366501
1.5,-9.5,360851
1.5,-8.5,436063
1.5,-7.5,123960
1.5,-6.5,48667
1.5,-5.5,80612
1.5,-4.5,200414
1.5,-3.5,1631301
1.5,-2.5,2114633
1.5,-1.5,2551662
1.5,-0.5,653360
1.5,0.5,463370
1.5,1.5,798904
1.5,2.5,159556
1.5,59.5,19972
1.5,61.5,418300
1.5,65.5,8590968
1.5,66.5,8164075
1.5,67.5,4278008
1.5,68.5,1796738
1.5,69.5,628225
1.5,70.5,66753
1.5,71.5,624
2.5,-45.5,11341
2.5,-44.5,135938
2.5,-43.5,294679
2.5,-42.5,180742
2.5,-41.5,17123
2.5,-37.5,34
2.5,-36.5,582
2.5,-35.5,8475
2.5,-34.5,14588
2.5,-32.5,1737
2.5,-31.5,85165
2.5,-30.5,9931
2.5,-29.5,60954
2.5,-28.5,8145
2.5,-27.5,618
2.5,-26.5,44135
2.5,-25.5,386534
2.5,-24.5,39953
2.5,-23.5,217505
2.5,-22.5,442977
2.5,-21.5,450215
2.5,-20.5,517465
2.5,-19.5,294299
2.5,-18.5,121009
2.5,-17.5,68912
2.5,-16.5,20822
2.5,-15.5,14286
2.5,-14.5,17396
2.5,-13.5,13087
2.5,-12.5,151628
2.5,-11.5,420742
2.5,-10.5,317570
2.5,-9.5,523786
2.5,-8.5,214443
2.5,-7.5,249325
2.5,-6.5,26452
2.5,-5.5,82962
2.5,-4.5,249157
2.5,-3.5,963411
2.5,-2.5,653419
2.5,-1.5,488277
2.5,-0.5,114381
2.5,0.5,209901
2.5,1.5,447348
2.5,2.5,822793
2.5,58.5,45586
2.5,59.5,18758
2.5,60.5,1322209
2.5,61.5,1071322
2.5,62.5,3454
2.5,65.5,143478
2.5,66.5,5453764
2.5,67.5,5969245
2.5,68.5,2743529
2.5,69.5,136118
2.5,70.5,565283
2.5,71.5,10598769
2.5,72.5,255295
3.5,-45.5,22759
3.5,-44.5,306333
3.5,-43.5,1085690
3.5,-42.5,272791
3.5,-41.5,36115
3.5,-37.5,4982
3.5,-36.5,1067
3.5,-34.5,9199
3.5,-31.5,7785
3.5,-30.5,26869
3.5,-29.5,79282
3.5,-28.5,22685
3.5,-27.5,3619
3.5,-26.5,102121
3.5,-25.5,433684
3.5,-24.5,165650
3.5,-23.5,257735
3.5,-22.5,411729
3.5,-21.5,341652
3.5,-20.5,616006
3.5,-19.5,487124
3.5,-18.5,293402
3.5,-17.5,234560
3.5,-16.5,39805
3.5,-15.5,40554
3.5,-14.5,1377
3.5,-13.5,5097
3.5,-12.5,221216
3.5,-11.5,192478
3.5,-10.5,232946
3.5,-9.5,216525
3.5,-8.5,80564
3.5,-7.5,110122
3.5,-6.5,190038
3.5,-5.5,182256
3.5,-4.5,129615
3.5,-3.5,9908
3.5,0.5,1844
3.5,1.5,60938
3.5,2.5,3030
3.5,6.5,495792
3.5,58.5,1029730
3.5,59.5,189391
3.5,60.5,735561
3.5,61.5,3474
3.5,62.5,107935
3.5,66.5,1096601
3.5,67.5,1189134
3.5,68.5,836349
3.5,69.5,23523
3.5,70.5,252103
3.5,71.5,1650772
3.5,72.5,1595824
3.5,73.5,4562
4.5,-45.5,5485
4.5,-44.5,188501
4.5,-43.5,498851
4.5,-42.5,310087
4.5,-41.5,6035
4.5,-38.5,6484
4.5,-37.5,26569
4.5,-36.5,32223
4.5,-35.5,14113
4.5,-30.5,29022
4.5,-29.5,43887
4.5,-28.5,3284
4.5,-26.5,38033
4.5,-25.5,138424
4.5,-24.5,81107
4.5,-23.5,216545
4.5,-22.5,479007
4.5,-21.5,233047
4.5,-20.5,247319
4.5,-19.5,1135868
4.5,-18.5,216992
4.5,-17.5,160323
4.5,-16.5,122905
4.5,-15.5,119073
4.5,-13.5,8052
4.5,-12.5,111801
4.5,-11.5,171118
4.5,-10.5,158733
4.5,-9.5,80244
4.5,-8.5,264784
4.5,-7.5,152306
4.5,-6.5,5260
4.5,-5.5,115921
4.5,-4.5,9291
4.5,0.5,35830
4.5,1.5,13278
4.5,5.5,3031977
4.5,6.5,616703
4.5,52.5,19678
4.5,58.5,158036
4.5,62.5,327001
4.5,67.5,2987
4.5,70.5,17818
4.5,71.5,706486
4.5,72.5,3437214
4.5,73.5,6929
5.5,-48.5,12874
5.5,-44.5,71750
5.5,-43.5,641395
5.5,-42.5,533858
5.5,-41.5,35705
5.5,-38.5,17407
5.5,-37.5,54855
5.5,-36.5,65804
5.5,-35.5,8310
5.5,-34.5,84
5.5,-33.5,6239
5.5,-31.5,3721
5.5,-30.5,14403
5.5,-29.5,87920
5.5,-28.5,4069
5.5,-27.5,20482
5.5,-26.5,46326
5.5,-25.5,35832
5.5,-24.5,22059
5.5,-23.5,355481
5.5,-22.5,522483
5.5,-21.5,402507
5.5,-20.5,117937
5.5,-19.5,830359
5.5,-18.5,263918
5.5,-17.5,172695
5.5,-16.5,813985
5.5,-15.5,648527
5.5,-14.5,14530
5.5,-12.5,18357
5.5,-11.5,124713
5.5,-10.5,122729
5.5,-9.5,76625
5.5,-8.5,60183
5.5,-7.5,35765
5.5,-6.5,1792
5.5,-5.5,51972
5.5,-4.5,706
5.5,-0.5,47852
5.5,0.5,76744
5.5,1.5,50905
5.5,4.5,1310937
5.5,5.5,2049388
5.5,57.5,322715
5.5,58.5,6350
5.5,62.5,969564
5.5,63.5,609326
5.5,65.5,38355
5.5,66.5,17366
5.5,67.5,3861
5.5,70.5,4972
5.5,71.5,181994
5.5,72.5,904820
5.5,73.5,6981
5.5,75.5,8549
6.5,-72.5,2832
6.5,-49.5,5919
6.5,-44.5,40534
6.5,-43.5,348028
6.5,-42.5,265088
6.5,-41.5,83938
6.5,-40.5,738
6.5,-37.5,93096
6.5,-36.5,71369
6.5,-34.5,12721
6.5,-33.5,27592
6.5,-32.5,16306
6.5,-31.5,20165
6.5,-30.5,3875
6.5,-29.5,62747
6.5,-28.5,28344
6.5,-27.5,10546
6.5,-26.5,10920
6.5,-25.5,49172
6.5,-24.5,26681
6.5,-23.5,242799
6.5,-22.5,87955
6.5,-21.5,8205
6.5,-20.5,34320
6.5,-19.5,78773
6.5,-18.5,147505
6.5,-17.5,597015
6.5,-16.5,1069803
6.5,-15.5,339143
6.5,-14.5,5672
6.5,-13.5,645
6.5,-12.5,12345
6.5,-11.5,46635
6.5,-10.5,55854
6.5,-9.5,147648
6.5,-8.5,88741
6.5,-7.5,66539
6.5,-6.5,47726
6.5,-5.5,85581
6.5,-4.5,10699
6.5,-1.5,929
6.5,-0.5,137114
6.5,0.5,8636
6.5,1.5,7546
6.5,2.5,34484
6.5,4.5,195151
6.5,57.5,180908
6.5,62.5,150857
6.5,63.5,354204
6.5,66.5,682806
6.5,67.5,2276
6.5,71.5,110119
6.5,72.5,994896
6.5,73.5,27080
7.5,-44.5,14818
7.5,-43.5,299460
7.5,-42.5,390017
7.5,-41.5,12927
7.5,-40.5,2009
7.5,-36.5,7029
7.5,-35.5,25825
7.5,-34.5,54121
7.5,-33.5,11248
7.5,-31.5,24825
7.5,-30.5,6780
7.5,-29.5,17609
7.5,-28.5,14400
7.5,-27.5,19891
7.5,-26.5,10116
7.5,-25.5,18736
7.5,-24.5,43398
7.5,-23.5,258539
7.5,-22.5,387596
7.5,-21.5,73212
7.5,-20.5,53186
7.5,-19.5,511752
7.5,-18.5,824688
7.5,-17.5,1757687
7.5,-16.5,1397965
7.5,-15.5,126966
7.5,-14.5,13708
7.5,-12.5,15705
7.5,-11.5,34910
7.5,-10.5,155416
7.5,-9.5,24090
7.5,-8.5,103623
7.5,-7.5,223781
7.5,-6.5,56816
7.5,-5.5,41951
7.5,-1.5,13638
7.5,-0.5,351116
7.5,0.5,496431
7.5,1.5,18090
7.5,2.5,25941
7.5,4.5,11099
7.5,41.5,7092
7.5,66.5,358764
7.5,67.5,1280
7.5,71.5,26642
7.5,72.5,612723
7.5,73.5,58496
7.5,79.5,38998
8.5,-43.5,518476
8.5,-42.5,779670
8.5,-41.5,1874
8.5,-40.5,1044
8.5,-34.5,86812
8.5,-33.5,34644
8.5,-32.5,10509
8.5,-31.5,22768
8.5,-30.5,9495
8.5,-29.5,49920
8.5,-28.5,33811
8.5,-27.5,47497
8.5,-26.5,25573
8.5,-25.5,64099
8.5,-24.5,52830
8.5,-23.5,306746
8.5,-22.5,441993
8.5,-21.5,424440
8.5,-20.5,247035
8.5,-19.5,441865
8.5,-18.5,474803
8.5,-17.5,397515
8.5,-16.5,233806
8.5,-15.5,113458
8.5,-14.5,4142
8.5,-13.5,28163
8.5,-12.5,85455
8.5,-11.5,626983
8.5,-10.5,389714
8.5,-9.5,88579
8.5,-8.5,54011
8.5,-7.5,104572
8.5,-6.5,27113
8.5,0.5,181914
8.5,1.5,241402
8.5,2.5,3606
8.5,57.5,6995
8.5,64.5,953528
8.5,66.5,1214
8.5,71.5,39747
8.5,72.5,640923
8.5,78.5,335690
8.5,79.5,1000055
8.5,80.5,29184
9.5,-44.5,8506
9.5,-43.5,400233
9.5,-42.5,846805
9.5,-41.5,1746
9.5,-38.5,8063
9.5,-37.5,30277
9.5,-35.5,18875
9.5,-34.5,117505
9.5,-33.5,149924
9.5,-32.5,27596
9.5,-31.5,6202
9.5,-30.5,7012
9.5,-29.5,175187
9.5,-28.5,61642
9.5,-27.5,339157
9.5,-26.5,82496
9.5,-25.5,240657
9.5,-24.5,390441
9.5,-23.5,350552
9.5,-22.5,280979
9.5,-21.5,106338
9.5,-20.5,178
9.5,-18.5,460
9.5,-13.5,7245
9.5,-12.5,35345
9.5,-11.5,620220
9.5,-10.5,270574
9.5,-9.5,81439
9.5,64.5,1530
9.5,71.5,212885
9.5,72.5,865725
9.5,79.5,26578
10.5,-44.5,13944
10.5,-43.5,777502
10.5,-42.5,517038
10.5,-38.5,2513
10.5,-37.5,68383
10.5,-36.5,14538
10.5,-35.5,16428
10.5,-34.5,313120
10.5,-33.5,175982
10.5,-32.5,79753
10.5,-31.5,29557
10.5,-30.5,108752
10.5,-29.5,180263
10.5,-28.5,182267
10.5,-27.5,96747
10.5,-26.5,16175
10.5,-25.5,189720
10.5,-24.5,47198
10.5,-23.5,71903
10.5,-22.5,57007
10.5,-11.5,55
10.5,-10.5,2578
10.5,57.5,69271
10.5,64.5,37960
10.5,65.5,115210
10.5,66.5,1281
10.5,67.5,337170
10.5,68.5,493345
10.5,72.5,369177
11.5,-43.5,242081
11.5,-42.5,197214
11.5,-41.5,2183
11.5,-37.5,103322
11.5,-36.5,57587
11.5,-35.5,129032
11.5,-34.5,193009
11.5,-33.5,204915
11.5,-32.5,249774
11.5,-31.5,138167
11.5,-30.5,197997
11.5,-29.5,462132
11.5,-28.5,100732
11.5,-27.5,14726
11.5,67.5,42591
11.5,68.5,742486
11.5,77.5,124263
11.5,79.5,165369
12.5,-43.5,12723
12.5,-42.5,13357
12.5,-37.5,223978
12.5,-36.5,143906
12.5,-35.5,191610
12.5,-34.5,105830
12.5,-33.5,128134
12.5,-32.5,641939
12.5,-31.5,304595
12.5,-30.5,171611
12.5,-29.5,150186
12.5,55.5,56356
12.5,67.5,4172
12.5,68.5,1072013
12.5,76.5,122978
12.5,77.5,137523
12.5,78.5,38304
12.5,80.5,15451
13.5,-44.5,7600
13.5,-43.5,9230
13.5,-38.5,41535
13.5,-37.5,174364
13.5,-36.5,38932
13.5,-35.5,36438
13.5,-34.5,90476
13.5,-33.5,160374
13.5,-32.5,744535
13.5,-31.5,211433
13.5,-30.5,12937
13.5,-18.5,4478
13.5,-4.5,7596
13.5,67.5,12706
13.5,68.5,120721
13.5,69.5,6153
13.5,75.5,1940
13.5,76.5,306753
13.5,77.5,68522
13.5,78.5,34967
13.5,80.5,102697
14.5,-44.5,70935
14.5,-38.5,5172
14.5,-37.5,66266
14.5,-35.5,21026
14.5,-34.5,8991
14.5,-33.5,12594
14.5,-32.5,27929
14.5,-22.5,13218
14.5,67.5,598
14.5,72.5,75066
14.5,73.5,49654
14.5,75.5,371551
14.5,76.5,226912
14.5,77.5,587363
14.5,78.5,68460
14.5,80.5,38521
15.5,-44.5,112412
15.5,-43.5,42882
15.5,-42.5,23584
15.5,-41.5,4703
15.5,-37.5,79556
15.5,-36.5,3956
15.5,-35.5,28273
15.5,-33.5,21723
15.5,-32.5,29532
15.5,-31.5,3643
15.5,69.5,238791
15.5,71.5,59953
15.5,72.5,417295
15.5,73.5,403227
15.5,74.5,96703
15.5,75.5,227185
15.5,76.5,37871
15.5,78.5,889317
15.5,80.5,54936
15.5,88.5,37236
16.5,-44.5,48279
16.5,-43.5,37665
16.5,-38.5,16008
16.5,-37.5,11442
16.5,-36.5,1434
16.5,-35.5,24866
16.5,-34.5,1626
16.5,-33.5,46324
16.5,-32.5,18417
16.5,69.5,1989579
16.5,70.5,59939
16.5,71.5,1489936
16.5,72.5,226311
16.5,73.5,331379
16.5,74.5,1555387
16.5,75.5,399626
16.5,76.5,89212
16.5,78.5,18817
17.5,-44.5,99657
17.5,-43.5,1835
17.5,-42.5,366
17.5,-41.5,5191
17.5,-39.5,191
17.5,-38.5,5926
17.5,-37.5,1079
17.5,-35.5,7498
17.5,-34.5,4743
17.5,-33.5,136725
17.5,69.5,190146
17.5,70.5,6317148
17.5,71.5,377652
17.5,72.5,6126
17.5,73.5,733030
17.5,74.5,653165
17.5,75.5,1131771
17.5,76.5,212454
17.5,79.5,230988
17.5,80.5,120673
18.5,-45.5,756
18.5,-44.5,16445
18.5,-43.5,3933
18.5,-42.5,834
18.5,-38.5,2257
18.5,-37.5,6753
18.5,-35.5,4219
18.5,-34.5,1889
18.5,-33.5,142268
18.5,54.5,65013
18.5,55.5,23178
18.5,69.5,117461
18.5,70.5,2663175
18.5,71.5,39903
18.5,72.5,5906
18.5,73.5,1559852
18.5,74.5,167876
18.5,75.5,208695
18.5,76.5,613295
18.5,79.5,156426
18.5,80.5,94
19.5,-34.5,264
19.5,54.5,75946
19.5,69.5,30074
19.5,70.5,1046513
19.5,71.5,3722
19.5,72.5,30790
19.5,73.5,530957
19.5,74.5,361358
19.5,75.5,161597
19.5,76.5,291961
20.5,-38.5,253851
20.5,-36.5,232
20.5,-35.5,30240
20.5,69.5,2976
20.5,70.5,1705980
20.5,71.5,2714438
20.5,72.5,267604
20.5,73.5,238424
20.5,74.5,784676
20.5,75.5,118545
20.5,76.5,209112
21.5,-39.5,58289
21.5,-38.5,884547
21.5,-37.5,2420
21.5,-36.5,5905
21.5,-35.5,2156
21.5,70.5,406186
21.5,71.5,4413640
21.5,72.5,732775
21.5,73.5,62916
21.5,74.5,323038
21.5,75.5,37067
21.5,76.5,93612
22.5,-40.5,4941
22.5,-39.5,451873
22.5,-38.5,526557
22.5,-37.5,24385
22.5,-34.5,757
22.5,70.5,50623
22.5,71.5,3636599
22.5,72.5,216945
22.5,73.5,7235
22.5,74.5,495734
22.5,75.5,123321
22.5,76.5,60957
22.5,78.5,991
23.5,-42.5,2739
23.5,-40.5,79468
23.5,-39.5,724176
23.5,-38.5,1331980
23.5,-37.5,220796
23.5,-35.5,6395
23.5,-34.5,2670
23.5,70.5,14953
23.5,71.5,7489403
23.5,72.5,811722
23.5,73.5,10212
23.5,74.5,701167
23.5,75.5,214435
23.5,76.5,222603
23.5,77.5,53190
23.5,78.5,185629
24.5,-45.5,233
24.5,-44.5,2193
24.5,-43.5,94044
24.5,-42.5,17183
24.5,-40.5,73876
24.5,-39.5,212690
24.5,-38.5,510028
24.5,-37.5,88441
24.5,-35.5,27650
24.5,-34.5,127395
24.5,71.5,7653646
24.5,72.5,1457132
24.5,74.5,141995
24.5,75.5,28197
24.5,76.5,113310
24.5,77.5,26037
24.5,78.5,390091
25.5,-45.5,518
25.5,-44.5,52849
25.5,-43.5,232147
25.5,-42.5,75928
25.5,-40.5,2803
25.5,-39.5,87392
25.5,-38.5,97504
25.5,-37.5,2739
25.5,-35.5,7420
25.5,-34.5,408815
25.5,-33.5,7484
25.5,71.5,2681586
25.5,72.5,127561
25.5,75.5,17752
25.5,77.5,3257
25.5,78.5,136847
25.5,79.5,7061
26.5,-45.5,11342
26.5,-44.5,53229
26.5,-43.5,34177
26.5,-42.5,616
26.5,-41.5,7340
26.5,-40.5,6365
26.5,-39.5,1324
26.5,-38.5,70950
26.5,-37.5,52510
26.5,-36.5,779
26.5,-34.5,38946
26.5,71.5,1285791
26.5,72.5,316540
26.5,74.5,1232
26.5,75.5,86614
26.5,76.5,2135
26.5,77.5,16501
26.5,78.5,94350
26.5,79.5,14047
27.5,-45.5,14596
27.5,-44.5,11023
27.5,-42.5,3870
27.5,-41.5,469
27.5,-40.5,4812
27.5,-39.5,3422
27.5,-38.5,661817
27.5,-37.5,453316
27.5,-36.5,8374
27.5,-35.5,2469
27.5,-34.5,7817
27.5,-33.5,221
27.5,70.5,59284
27.5,71.5,135685
27.5,72.5,807537
27.5,75.5,8371
27.5,76.5,84115
27.5,77.5,1992461
27.5,78.5,192428
27.5,79.5,1599
28.5,-45.5,623
28.5,-44.5,34624
28.5,-43.5,11163
28.5,-42.5,13485
28.5,-41.5,35884
28.5,-40.5,3219
28.5,-39.5,65971
28.5,-38.5,1304044
28.5,-37.5,2623744
28.5,-36.5,1166559
28.5,-35.5,2549
28.5,-34.5,3921
28.5,-33.5,3358
28.5,71.5,453335
28.5,72.5,1614779
28.5,73.5,299160
28.5,74.5,3300
28.5,75.5,1144
28.5,76.5,301523
28.5,77.5,380702
28.5,78.5,8866
29.5,-44.5,7511
29.5,-43.5,18233
29.5,-42.5,5269
29.5,-41.5,227
29.5,-40.5,12410
29.5,-39.5,688556
29.5,-38.5,1263455
29.5,-37.5,5110157
29.5,-36.5,3446071
29.5,-35.5,815
29.5,-33.5,14732
29.5,-32.5,5854
29.5,60.5,21040
29.5,70.5,8611
29.5,71.5,274572
29.5,72.5,467602
29.5,73.5,35088
29.5,74.5,403435
29.5,76.5,16098
29.5,77.5,97510
29.5,78.5,1941
29.5,80.5,5233
30.5,-49.5,20200
30.5,-44.5,3554
30.5,-43.5,2381
30.5,-42.5,53179
30.5,-41.5,183
30.5,-40.5,112418
30.5,-39.5,749091
30.5,-38.5,1713212
30.5,-37.5,4689709
30.5,-36.5,6363029
30.5,-35.5,1892282
30.5,-33.5,2188
30.5,-32.5,54299
30.5,-31.5,15590
30.5,59.5,6907
30.5,69.5,7532
30.5,70.5,12441
30.5,71.5,14438
30.5,72.5,805407
30.5,73.5,366731
30.5,74.5,30768
30.5,75.5,31009
30.5,76.5,6429
30.5,77.5,41420
30.5,78.5,4470
31.5,-44.5,9703
31.5,-43.5,24524
31.5,-42.5,4983
31.5,-40.5,37305
31.5,-39.5,505758
31.5,-38.5,708301
31.5,-37.5,2114869
31.5,-36.5,4288385
31.5,-35.5,4539462
31.5,-34.5,239138
31.5,-33.5,8182
31.5,-32.5,13800
31.5,-31.5,35737
31.5,-30.5,9050
31.5,-29.5,30970
31.5,69.5,2186
31.5,70.5,216547
31.5,71.5,29373
31.5,72.5,268453
31.5,73.5,705447
31.5,74.5,261912
31.5,75.5,196769
31.5,76.5,779473
31.5,77.5,2925
31.5,78.5,166525
31.5,80.5,6531
32.5,-43.5,9005
32.5,-41.5,13593
32.5,-40.5,2812
32.5,-39.5,17385
32.5,-38.5,67037
32.5,-37.5,281703
32.5,-36.5,1278717
32.5,-35.5,2360481
32.5,-34.5,2252510
32.5,-33.5,32548
32.5,-32.5,29281
32.5,-31.5,13825
32.5,-30.5,17462
32.5,-29.5,3662
32.5,-25.5,23635
32.5,70.5,519304
32.5,71.5,13566
32.5,72.5,28916
32.5,73.5,357445
32.5,74.5,70112
32.5,75.5,101354
32.5,76.5,508296
32.5,78.5,143745
32.5,79.5,2449
33.5,-42.5,2153
33.5,-41.5,4344
33.5,-39.5,5653
33.5,-38.5,150404
33.5,-37.5,325133
33.5,-36.5,245250
33.5,-35.5,2264241
33.5,-34.5,3220165
33.5,-33.5,784187
33.5,-32.5,22646
33.5,-31.5,15603
33.5,-30.5,6683
33.5,-29.5,5868
33.5,-26.5,9273
33.5,-25.5,9181
33.5,68.5,685
33.5,69.5,21733
33.5,70.5,591631
33.5,71.5,328179
33.5,72.5,252161
33.5,73.5,358633
33.5,74.5,222861
33.5,75.5,95674
33.5,76.5,1247242
33.5,77.5,265163
33.5,78.5,169664
33.5,79.5,12200
33.5,81.5,10065
34.5,-42.5,1198
34.5,-41.5,25668
34.5,-40.5,11508
34.5,-39.5,34080
34.5,-38.5,135528
34.5,-37.5,669029
34.5,-36.5,461939
34.5,-35.5,1052709
34.5,-34.5,1304244
34.5,-33.5,1376839
34.5,-32.5,752491
34.5,-31.5,230109
34.5,-30.5,12210
34.5,-29.5,2552
34.5,-27.5,37117
34.5,-26.5,1085263
34.5,-25.5,18710
34.5,-19.5,7176
34.5,69.5,33642
34.5,70.5,110100
34.5,71.5,1916861
34.5,72.5,24876
34.5,73.5,3155584
34.5,74.5,4303201
34.5,76.5,2193341
34.5,77.5,10684
34.5,78.5,51593
34.5,79.5,33180
34.5,80.5,6531
34.5,81.5,11027
35.5,-42.5,17351
35.5,-41.5,54119
35.5,-40.5,39995
35.5,-39.5,64361
35.5,-38.5,81977
35.5,-37.5,173437
35.5,-36.5,397278
35.5,-35.5,139459
35.5,-34.5,225042
35.5,-33.5,145149
35.5,-32.5,353614
35.5,-31.5,876822
35.5,-30.5,303942
35.5,-29.5,307
35.5,-27.5,74585
35.5,-26.5,1390439
35.5,-25.5,1283578
35.5,-24.5,179256
35.5,-23.5,23257
35.5,-22.5,9935
35.5,-21.5,221103
35.5,-20.5,1981887
35.5,-19.5,2197171
35.5,67.5,40606
35.5,69.5,24221
35.5,70.5,302516
35.5,71.5,2868099
35.5,72.5,94079
35.5,73.5,1708494
35.5,74.5,4310275
35.5,76.5,2270941
35.5,79.5,55418
36.5,-42.5,4394
36.5,-41.5,900
36.5,-38.5,9584
36.5,-37.5,113833
36.5,-36.5,302352
36.5,-35.5,26562
36.5,-34.5,68896
36.5,-33.5,185986
36.5,-32.5,448123
36.5,-31.5,1370902
36.5,-30.5,593637
36.5,-29.5,350617
36.5,-28.5,245430
36.5,-27.5,22229
36.5,-26.5,528133
36.5,-25.5,495026
36.5,-24.5,1095011
36.5,-23.5,1506125
36.5,-22.5,427452
36.5,-21.5,261637
36.5,-20.5,521019
36.5,-19.5,463486
36.5,-18.5,151444
36.5,69.5,157590
36.5,70.5,455998
36.5,71.5,4083944
36.5,72.5,326736
36.5,73.5,72016
36.5,74.5,204772
36.5,76.5,431377
36.5,79.5,1659
37.5,-43.5,1833
37.5,-42.5,10275
37.5,-38.5,9222
37.5,-37.5,338904
37.5,-36.5,245792
37.5,-35.5,111464
37.5,-34.5,46426
37.5,-33.5,263051
37.5,-32.5,1606661
37.5,-31.5,2656289
37.5,-30.5,856278
37.5,-29.5,616314
37.5,-28.5,802786
37.5,-27.5,151622
37.5,-26.5,270337
37.5,-25.5,267911
37.5,-24.5,730117
37.5,-23.5,225297
37.5,-22.5,222
37.5,-21.5,15147
37.5,-20.5,206346
37.5,-19.5,209908
37.5,-18.5,162323
37.5,-17.5,607264
37.5,70.5,448172
37.5,71.5,3912712
37.5,72.5,378585
37.5,73.5,613803
37.5,74.5,112428
37.5,75.5,4188
37.5,76.5,4214
37.5,77.5,63023
37.5,78.5,48927
38.5,-43.5,4932
38.5,-42.5,615
38.5,-38.5,13629
38.5,-37.5,275899
38.5,-36.5,545566
38.5,-35.5,542434
38.5,-34.5,217268
38.5,-33.5,500054
38.5,-32.5,1604874
38.5,-31.5,1464244
38.5,-30.5,790024
38.5,-29.5,517706
38.5,-28.5,456606
38.5,-27.5,408582
38.5,-26.5,297432
38.5,-25.5,140405
38.5,-24.5,154928
38.5,-19.5,67006
38.5,-18.5,126393
38.5,-17.5,56338
38.5,70.5,273314
38.5,71.5,2126859
38.5,72.5,236639
38.5,73.5,1049950
38.5,75.5,1129738
38.5,76.5,381264
39.5,-43.5,3039
39.5,-42.5,3667
39.5,-38.5,23061
39.5,-37.5,586700
39.5,-36.5,1156163
39.5,-35.5,1527859
39.5,-34.5,866958
39.5,-33.5,825840
39.5,-32.5,1099302
39.5,-31.5,1208682
39.5,-30.5,763598
39.5,-29.5,1686294
39.5,-28.5,1308901
39.5,-27.5,641758
39.5,-26.5,496054
39.5,-25.5,60996
39.5,-19.5,20941
39.5,-18.5,172471
39.5,-17.5,237352
39.5,-9.5,25920
39.5,-8.5,37869
39.5,-6.5,545
39.5,-4.5,16893
39.5,68.5,29159
39.5,69.5,8770
39.5,70.5,833767
39.5,71.5,675123
39.5,72.5,1587231
39.5,73.5,171143
39.5,74.5,1544
39.5,75.5,11985047
39.5,76.5,708430
40.5,-43.5,3524
40.5,-42.5,7086
40.5,-40.5,1690
