date,open_share_paid,ratio_g,ratio_w,front_open,front_closed,frontier_gap,mean_q_closed,mean_q_open,n_models_closed,n_models_open,n_scored_closed,n_scored_open,unweighted_gap,cover_open,cover_closed,y,trend,log_ratio_g,frontier_rel,unweighted_rel,frontier_rel_lag1,frontier_rel_lag2,frontier_rel_lag4
2026-03-30,0.3198156990388652,5.590241216309343,6.29841150658434,27.9,39.0,11.100000000000001,20.625,17.392857142857142,35,21,28,14,3.2321428571428577,0.6666666666666666,0.8,-0.7546189029003463,1.25,1.7210224376330332,0.33493495730232653,0.17044431931335888,0.33493495730232653,0.33493495730232653,0.15261340050837185
2026-04-06,0.3915235106964646,5.031363363371246,6.957522426386632,27.9,39.0,11.100000000000001,20.692857142857143,18.7,33,22,28,15,1.9928571428571438,0.6818181818181818,0.8484848484848485,-0.44091270805415944,1.2692307692307692,1.6156909937810837,0.33493495730232653,0.10126505129950521,0.33493495730232653,0.33493495730232653,0.33493495730232653
2026-04-13,0.3647460133459381,5.666716696083225,7.316876316262838,27.9,39.0,11.100000000000001,22.11111111111111,18.6,32,22,27,16,3.5111111111111093,0.7272727272727273,0.84375,-0.5548236403881104,1.2884615384615385,1.7346098840697026,0.33493495730232653,0.17291866666911732,0.33493495730232653,0.33493495730232653,0.33493495730232653
2026-04-20,0.425011488054231,4.441278676933623,5.76394570467245,27.9,40.7,12.800000000000004,22.299999999999997,20.894736842105264,29,24,26,19,1.4052631578947334,0.7916666666666666,0.896551724137931,-0.3022338620980822,1.3076923076923077,1.4909423252832525,0.37760140362122946,0.06508937694532287,0.33493495730232653,0.33493495730232653,0.33493495730232653
2026-04-27,0.472278697196982,4.9611479062398605,5.483902003827801,30.4,40.7,10.300000000000004,23.069230769230767,21.976470588235294,29,22,26,17,1.092760180995473,0.7727272727272727,0.896551724137931,-0.11099903725602633,1.3269230769230769,1.601637146670067,0.29178548403637333,0.04852736599495514,0.37760140362122946,0.33493495730232653,0.33493495730232653
2026-05-04,0.5015844184629673,4.2761002615149994,7.1204043615153045,30.4,40.7,10.300000000000004,22.02,21.00952380952381,30,27,25,21,1.01047619047619,0.7777777777777778,0.8333333333333334,0.00633769506530563,1.3461538461538463,1.4530414403890797,0.29178548403637333,0.046975281638609465,0.29178548403637333,0.37760140362122946,0.33493495730232653
2026-05-11,0.5584024714991553,4.399186801329924,10.65351356012461,30.4,40.7,10.300000000000004,22.268181818181816,20.677272727272726,25,28,22,22,1.59090909090909,0.7857142857142857,0.88,0.234681079220241,1.3653846153846154,1.4814197059637237,0.29178548403637333,0.07412367406857076,0.29178548403637333,0.29178548403637333,0.33493495730232653
2026-05-18,0.5527451988494032,5.0475114639963214,14.00774040197614,30.4,40.7,10.300000000000004,23.133333333333336,21.56,30,24,24,20,1.5733333333333377,0.8333333333333334,0.8,0.2117686766083175,1.3846153846153846,1.6188953424249255,0.29178548403637333,0.07043483280385288,0.29178548403637333,0.29178548403637333,0.37760140362122946
2026-05-25,0.5677676640772568,5.265063763576349,13.544945501218557,30.4,40.7,10.300000000000004,23.656,22.11578947368421,32,24,25,19,1.5402105263157893,0.7916666666666666,0.78125,0.27274903461346756,1.4038461538461537,1.6610932563533154,0.29178548403637333,0.06732497330571657,0.29178548403637333,0.29178548403637333,0.29178548403637333
2026-06-01,0.5535433395302942,5.738342081565432,14.861225091519366,30.4,41.8,11.399999999999999,25.008695652173916,22.336842105263155,29,22,23,19,2.6718535469107607,0.8636363636363636,0.7931034482758621,0.21499771936309509,1.4230769230769231,1.7471703326461236,0.3184537311185346,0.11298616290429984,0.29178548403637333,0.29178548403637333,0.29178548403637333
2026-06-08,0.5913468604062726,5.469280091301543,15.874418801636024,30.4,41.8,11.399999999999999,25.142857142857142,22.705263157894734,29,23,21,19,2.437593984962408,0.8260869565217391,0.7241379310344828,0.36953602271042646,1.4423076923076923,1.6991469974071371,0.3184537311185346,0.10197709119422313,0.3184537311185346,0.29178548403637333,0.29178548403637333
2026-06-15,0.6707252338129189,4.967242348734679,13.9565705521654,30.4,41.8,11.399999999999999,24.62608695652174,22.615000000000002,28,24,23,20,2.011086956521737,0.8333333333333334,0.8214285714285714,0.711467007696758,1.4615384615384615,1.602864826707569,0.3184537311185346,0.08519292352055383,0.3184537311185346,0.3184537311185346,0.29178548403637333
