date,open_share_paid,ratio_g,ratio_w,front_open,front_closed,frontier_gap,mean_q_closed,mean_q_open,n_models_closed,n_models_open,n_scored_closed,n_scored_open,unweighted_gap,cover_open,cover_closed,y,trend,log_ratio_g,frontier_rel,unweighted_rel,frontier_rel_lag1,frontier_rel_lag2,frontier_rel_lag4,open_event,closed_event,no_event,d4,d8
2025-10-27,0.1967867710747495,4.677993996062601,6.299950072391141,18.6,23.0,4.399999999999999,13.917391304347827,11.411764705882351,29,26,23,17,2.505626598465474,0.6538461538461539,0.7931034482758621,-1.4064994568671454,0.8269230769230769,1.542869384720078,0.21233263520999412,0.1984944160395557,0.2177234838448705,0.2177234838448705,0.3260915205666521,1,0,0,0.14146423057696023,0.5102149343756817
2025-11-03,0.2141163708820818,4.923800943764776,6.00516434292101,18.6,23.0,4.399999999999999,,,28,28,22,16,,0.5714285714285714,0.7857142857142857,-1.3002890705199857,0.8461538461538461,1.594080781787108,0.21233263520999412,,0.2123326352099941,0.2177234838448705,0.2177234838448705,0,0,1,0.15510935525821612,0.5234771793480488
2025-11-10,0.2186200636392281,4.8798629843142285,5.399723438182244,18.6,23.0,4.399999999999999,14.565217391304348,11.93529411764706,29,28,23,17,2.6299232736572886,0.6071428571428571,0.7931034482758621,-1.2737261518021776,0.8653846153846154,1.5851171424861006,0.21233263520999412,0.1991364131203638,0.2123326352099941,0.2123326352099941,0.2177234838448705,0,0,1,0.28112410912504315,0.25413336167507716
2025-11-17,0.2102754308009302,3.655731207753995,4.770094333265301,18.6,23.0,4.399999999999999,,,27,26,22,15,,0.5769230769230769,0.8148148148148148,-1.3232659914897447,0.8846153846153846,1.296296130034079,0.21233263520999412,,0.2123326352099941,0.2123326352099941,0.2177234838448705,0,0,1,0.2833743621773783,0.1169970104138578
2025-11-24,0.2201083239717945,3.8470225916190577,5.377025914080787,18.6,29.1,10.5,15.9,11.8875,27,24,22,16,4.012500000000001,0.6666666666666666,0.8148148148148148,-1.2650352262901852,0.903846153846154,1.3472994962819134,0.4475765934582912,0.2908316813546772,0.2123326352099941,0.2123326352099941,0.2123326352099941,0,1,0,0.36875070379872144,0.20893855456300003
2025-12-01,0.2413706287774965,4.650840872395048,7.878207813995591,21.5,29.1,7.600000000000001,,,26,27,22,14,,0.5185185185185185,0.8461538461538461,-1.1451797152617695,0.9230769230769232,1.5370480360241183,0.30268523904382977,,0.4475765934582912,0.2123326352099941,0.2123326352099941,1,0,0,0.3683678240898327,0.4013841750626056
2025-12-08,0.2703984319739699,4.612143547164716,9.161727298399311,21.5,29.1,7.600000000000001,,,27,24,23,14,,0.5833333333333334,0.8518518518518519,-0.9926020426771345,0.9423076923076924,1.5286927266329249,0.30268523904382977,,0.3026852390438297,0.4475765934582912,0.2123326352099941,0,0,1,-0.02699074744996599,0.5943092530354287
2025-12-15,0.2611709046542763,5.3889376354950995,8.758745420366848,21.5,30.4,8.899999999999999,,,28,24,24,14,,0.5833333333333334,0.8571428571428571,-1.0398916293123663,0.9615384615384616,1.6843482663282827,0.3463896732785589,,0.3026852390438297,0.3026852390438297,0.2123326352099941,0,1,0,-0.16637735176352053,1.0623944192450159
2025-12-22,0.2898146271740974,4.841087230642509,7.796999655408374,22.2,30.4,8.2,16.9375,13.46470588235294,25,24,24,17,3.4727941176470587,0.7083333333333334,0.96,-0.8962845224914637,0.9807692307692308,1.577139329932275,0.31435031953394227,0.2294582157376147,0.3463896732785589,0.3026852390438297,0.4475765934582912,1,0,0,-0.1598121492357214,0.9907852953914122
2025-12-29,0.3150074029127918,4.55892257932371,7.681978956161937,22.2,30.4,8.2,16.9375,13.5625,26,23,24,16,3.375,0.6956521739130435,0.9230769230769232,-0.7768118911719368,1.0,1.5170863191445143,0.31435031953394227,0.2222214673392413,0.3143503195339422,0.3463896732785589,0.3026852390438297,0,0,1,0.03301635097277289,0.5783332901914018
2026-01-05,0.2651067276694954,4.4742302105441345,8.826485098644063,22.2,30.4,8.2,16.9375,13.5625,27,23,24,16,3.375,0.6956521739130435,0.8888888888888888,-1.0195927901271005,1.0192307692307692,1.4983343169395458,0.31435031953394227,0.2222214673392413,0.3143503195339422,0.3143503195339422,0.3026852390438297,0,0,1,0.6213000004853947,0.7256955959257818
2026-01-12,0.2303618774343964,4.968345901595374,10.857133516747458,22.2,30.4,8.2,16.616,12.927777777777775,29,24,25,18,3.6882222222222225,0.75,0.8620689655172413,-1.2062689810758869,1.0384615384615383,1.6030869681324,0.31435031953394227,0.2509877741617299,0.3143503195339422,0.3143503195339422,0.3463896732785589,0,0,1,1.2287717710085364,0.8447337370451762
2026-01-19,0.2580560921438558,5.213780621355339,9.399403284581428,22.2,30.4,8.2,17.0,13.9125,26,22,23,16,3.0875000000000004,0.7272727272727273,0.8846153846153846,-1.0560966717271851,1.0576923076923077,1.651305239703876,0.31435031953394227,0.2004256274545528,0.3143503195339422,0.3143503195339422,0.3143503195339422,0,0,1,1.1505974446271336,0.3508338947217543
2026-01-26,0.3221747218201541,5.289182893293223,6.3698696861302775,22.2,30.4,8.2,,,29,27,23,16,,0.5925925925925926,0.7931034482758621,-0.7437955401991639,1.0769230769230769,1.6656637714241862,0.31435031953394227,,0.3143503195339422,0.3143503195339422,0.3143503195339422,0,0,1,0.545316939218629,-0.10549804728551548
